,preco_imov,id_imov,cidade,endereco,titulo_imov,vaga,banheiro,etc_apart,condominio,iptu
0,R$ 970.000,Imóvel Q98S82,Apartamento em São Paulo,Avenida Diógenes Ribeiro de Lima,"Apartamento à venda em Alto da Lapa com 92 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,4 Banheiros,Indisponivel,R$ 950/mês,R$ 320/ano
0,R$ 532.000,Imóvel 1LSPQOY,Apartamento em São Paulo,Rua Bartolomeu de Gusmão,"Apartamento à venda em Aclimação com 45 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 610/mês,R$ 60/mês
0,R$ 450.000,Imóvel SCUWOE,Apartamento em São Paulo,Rua Marquesa de Santos,"Apartamento à venda em Ipiranga com 41 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 500/mês,R$ 24/mês
0,R$ 600.000,Imóvel 1RF6FH5,Apartamento em São Paulo,Rua Bela Cintra,"Apartamento à venda em Bela Vista com 35 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 700/mês,R$ 80/mês
0,R$ 745.000,Imóvel IAGMQ8,Apartamento em São Paulo,Rua João Rudge,"Apartamento à venda em Casa Verde com 65 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 780/mês,Isento
0,R$ 440.000,Imóvel 16HHTJT,Apartamento em São Paulo,Rua Cirino de Abreu,"Apartamento à venda em Penha com 66 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 430/mês,R$ 69/mês
0,R$ 1.900.000,Imóvel T6MKWL,Apartamento em São Paulo,Avenida Padre Lebret,"Apartamento à venda em Morumbi com 120 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Chuveiro,R$ 890/mês,R$ 4.500/ano
0,R$ 1.050.000,Imóvel FCMT8K,Apartamento em São Paulo,Rua Professor Tranquilli,"Apartamento à venda em Chácara Klabin com 84 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Indisponivel,R$ 1.100/mês,R$ 35/ano
0,R$ 1.800.000,Imóvel 10Q23SI,Apartamento em São Paulo,Rua Fradique Coutinho,"Apartamento à venda em Pinheiros com 99 m², 2 quartos, 2 suítes, 2 vagas",2 vagas,3 Banheiros,Indisponivel,R$ 1.153/mês,R$ 447/ano
0,R$ 485.000,Imóvel 8RZ2HK,Apartamento em São Paulo,Avenida Armando Ferrentini,"Apartamento à venda em Aclimação com 40 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 480/mês,R$ 102/mês
0,R$ 400.000,Imóvel FUOPRD,Apartamento em São Paulo,Avenida Professor Luiz Ignácio Anhaia Mello,"Apartamento à venda em São Lucas com 41 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 300/mês,R$ 1/mês
0,R$ 467.000,Imóvel 1R5UY1X,Apartamento em São Paulo,Avenida Albert Bartholome,"Apartamento à venda em Vila Sônia com 60 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 397/mês,R$ 127/mês
0,R$ 1.350.000,Imóvel 1P6K497,Apartamento em São Paulo,Rua Aleixo Garcia,"Apartamento à venda em Vila Olímpia com 70 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 950/mês,R$ 250/ano
0,R$ 980.000,Imóvel IPR74V,Apartamento em São Paulo,Rua Pedrália,"Apartamento à venda em Cursino com 87 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 610/mês,R$ 102/mês
0,R$ 600.000,Imóvel 1WCJ4R0,Apartamento em São Paulo,Rua Santa Catarina,"Apartamento à venda em Tatuapé com 60 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 340/mês,R$ 76/mês
0,R$ 690.000,Imóvel 4ZRKN1,Apartamento em São Paulo,Rua Doutor Augusto de Miranda,"Apartamento à venda em Vila Romana com 50 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 650/mês,R$ 21/mês
0,R$ 445.000,Imóvel 1MN20ZX,Apartamento em São Paulo,Rua Ferreira de Oliveira,"Apartamento à venda em Belém com 61 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 500/mês,R$ 149/mês
0,R$ 1.700.000,Imóvel D58K5B,Apartamento em São Paulo,Rua Presidente Antônio Cândido,"Apartamento à venda em Alto da Lapa com 126 m², 3 quartos, 3 suítes, 3 vagas",3 vagas,6 Banheiros,Indisponivel,R$ 1.300/mês,R$ 550/mês
0,R$ 600.000,Imóvel SV7F39,Apartamento em São Paulo,Rua Juréia,"Apartamento à venda em Bosque da Saúde com 63 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista emparedada,R$ 680/mês,R$ 206/mês
0,R$ 555.000,Imóvel 9QL16C,Apartamento em São Paulo,Rua Ibitirama,"Apartamento à venda em Vila Prudente com 65 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Lavabo,R$ 400/mês,R$ 150/ano
0,R$ 700.000,Imóvel WWIY7F,Apartamento em São Paulo,Avenida Conselheiro Rodrigues Alves,"Apartamento à venda em Vila Mariana com 89 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 930/mês,R$ 1.270/ano
0,R$ 250.000,Imóvel C1XFN,Apartamento em São Paulo,Rua Erva Imperial,"Apartamento à venda em São Lucas com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 267/mês,Isento
0,R$ 690.000,Imóvel 2HRT1A,Apartamento em São Paulo,Avenida Coronel Francisco Júlio César Alfieri,"Apartamento à venda em Cidade Ademar com 70 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 670/mês,R$ 89/mês
0,R$ 477.000,Imóvel 1F5Z3SN,Apartamento em São Paulo,Avenida Professor Luiz Ignácio Anhaia Mello,"Apartamento à venda em São Lucas com 64 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 595/mês,R$ 66/mês
0,R$ 1.150.000,Imóvel 1L1YMBJ,Apartamento em São Paulo,Avenida Leonardo da Vinci,"Apartamento à venda em Jabaquara com 100 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 1.000/mês,R$ 3.000/ano
0,R$ 860.000,Imóvel 1YHQ110,Apartamento em São Paulo,Avenida Rebouças,"Apartamento à venda em Pinheiros com 40 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 400/mês,Isento
0,R$ 850.000,Imóvel 1WR0W9F,Apartamento em São Paulo,Rua Pereira Caldas,"Apartamento à venda em Chácara Klabin com 71 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Posição da unidade,R$ 470/mês,R$ 343/mês
0,R$ 1.695.000,Imóvel 1IJ687U,Apartamento em São Paulo,Rua Croata,"Apartamento à venda em Vila Romana com 115 m², 3 quartos, 3 suítes, 3 vagas",3 vagas,7 Banheiros,Indisponivel,R$ 1.100/mês,R$ 570/ano
0,R$ 650.000,Imóvel 1I472PQ,Apartamento em São Paulo,Rua Itapiru,"Apartamento à venda em Saúde com 57 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 750/mês,R$ 250/mês
0,R$ 640.000,Imóvel 1MXJWJK,Apartamento em São Paulo,Rua Cayowaá,"Apartamento à venda em Perdizes com 70 m², 2 quartos, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 650/mês,R$ 58/mês
0,R$ 660.000,Imóvel 1GONZWN,Apartamento em São Paulo,Rua Manoel Dutra,"Apartamento à venda em Bela Vista com 51 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 648/mês,R$ 1.100/ano
0,R$ 420.000,Imóvel L9Y0FM,Apartamento em São Paulo,Avenida do Cursino,"Apartamento à venda em Sacomã com 52 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 425/mês,Isento
0,R$ 650.000,Imóvel 1UHLP,Apartamento em São Paulo,Rua Agostinho Gomes,"Apartamento à venda em Ipiranga com 68 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Lavabo,R$ 670/mês,R$ 2.200/ano
0,R$ 489.000,Imóvel 1M5UCBX,Apartamento em São Paulo,Rua Padre Agostinho Mendicute,"Apartamento à venda em Sumaré com 57 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 529/mês,Isento
0,R$ 695.000,Imóvel 1TAHLJO,Apartamento em São Paulo,Rua Artur Sabóia,"Apartamento à venda em Aclimação com 56 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 980/mês,R$ 20/mês
0,R$ 880.000,Imóvel 1PW197X,Apartamento em São Paulo,Rua Pereira Caldas,"Apartamento à venda em Chácara Klabin com 71 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Posição da unidade,R$ 590/mês,R$ 344/mês
0,R$ 590.000,Imóvel 1D0RPVD,Apartamento em São Paulo,Rua Gabriele D'Annunzio,"Apartamento à venda em Campo Belo com 36 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 550/mês,R$ 136/mês
0,R$ 600.000,Imóvel YF6DP,Apartamento em São Paulo,Rua Simão Álvares,"Apartamento à venda em Pinheiros com 45 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 644/mês,Isento
0,R$ 1.190.000,Imóvel 9LSKQI,Apartamento em São Paulo,Rua Ipiranga,"Apartamento à venda em Campo Belo com 109 m², 3 quartos, 3 suítes, 2 vagas",2 vagas,4 Banheiros,Lavabo,R$ 1.070/mês,R$ 3.750/ano
0,R$ 220.000,Imóvel L97IAA,Apartamento em São Paulo,Rua Manoel Salgado,"Apartamento à venda em Sacomã com 47 m², 2 quartos, 2 suítes, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 420/mês,Isento
0,R$ 1.293.200,Imóvel VUD2BA,Apartamento em São Paulo,Avenida Ibijaú,"Apartamento à venda em Moema Pássaros com 100 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Lavabo,R$ 956/mês,R$ 1.980/ano
0,R$ 350.717,Imóvel ASHD9W,Apartamento em São Paulo,Rua Dom Salomão Ferraz,"Apartamento à venda em Vila Andrade com 62 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 473/mês,R$ 27/mês
0,R$ 400.000,Imóvel 1WIMQXQ,Apartamento em São Paulo,Rua Vapabussu,"Apartamento à venda em Campo Belo com 60 m², 3 quartos, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 550/mês,R$ 225/ano
0,R$ 670.000,Imóvel 13NZ7EO,Apartamento em São Paulo,Rua Dom Pero Leitão,"Apartamento à venda em Cursino com 69 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 600/mês,R$ 110/mês
0,R$ 715.000,Imóvel UDF25W,Apartamento em São Paulo,Rua Joel Jorge de Melo,"Apartamento à venda em Chácara Klabin com 78 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Chuveiro,R$ 940/mês,R$ 280/mês
0,R$ 695.000,Imóvel 1XIQ04E,Apartamento em São Paulo,Rua Doutor Neto de Araújo,"Apartamento à venda em Aclimação com 63 m², 2 quartos, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 860/mês,R$ 50/mês
0,R$ 1.200.000,Imóvel 76ATE2,Apartamento em São Paulo,Avenida Divino Salvador,"Apartamento à venda em Moema Índios com 120 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,3 Banheiros,Lavabo,R$ 2.400/mês,R$ 6.000/ano
0,R$ 438.000,Imóvel 13ID3D4,Apartamento em São Paulo,Rua Doutor Sérgio Meira,"Apartamento à venda em Santa Cecília com 53 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 600/mês,R$ 194/mês
0,R$ 1.100.000,Imóvel NRBA2X,Apartamento em São Paulo,Alameda Joaquim Eugênio de Lima,"Apartamento à venda em Jardim Paulista com 122 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,3 Banheiros,Chuveiro,R$ 1.340/mês,R$ 440/mês
0,R$ 540.000,Imóvel UZHB11,Apartamento em São Paulo,Rua Engenheiro Bianor,"Apartamento à venda em Butantã com 32 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 550/mês,R$ 27/mês
0,R$ 860.000,Imóvel 1RRALLO,Apartamento em São Paulo,Rua Rio Grande,"Apartamento à venda em Vila Mariana com 67 m², 2 quartos, 2 suítes, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 986/mês,R$ 156/mês
0,R$ 560.000,Imóvel 6VA2EA,Apartamento em São Paulo,Avenida Coronel Francisco Júlio César Alfieri,"Apartamento à venda em Cidade Ademar com 64 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 650/mês,R$ 57/mês
0,R$ 899.999,Imóvel 17X4TZO,Apartamento em São Paulo,Rua Florianópolis,"Apartamento à venda em Água Rasa com 69 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 560/mês,R$ 64/mês
0,R$ 400.000,Imóvel 1OV6U7U,Apartamento em São Paulo,Rua Doutor Laerte Setúbal,"Apartamento à venda em Vila Andrade com 67 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 584/mês,R$ 504/mês
0,R$ 540.000,Imóvel 85U1LU,Apartamento em São Paulo,Rua Manuel Cherem,"Apartamento à venda em Jabaquara com 64 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 620/mês,Isento
0,R$ 500.000,Imóvel 1EXL9GS,Apartamento em São Paulo,Rua Arnaldo Cintra,"Apartamento à venda em Tatuapé com 47 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 314/mês,Isento
0,R$ 1.100.000,Imóvel 20XQXD,Apartamento em São Paulo,Avenida Chibarás,"Apartamento à venda em Moema Índios com 68 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 960/mês,R$ 339/mês
0,R$ 510.000,Imóvel 1PSZSTC,Apartamento em São Paulo,Rua João Rodrigues Pires,"Apartamento à venda em São Lucas com 65 m², 3 quartos, 1 vaga",1 vaga,1 Banheiro,Vista emparedada,R$ 490/mês,Isento
0,R$ 875.000,Imóvel 15TPVWK,Apartamento em São Paulo,Avenida Raimundo Pereira de Magalhães,"Apartamento à venda em Lapa com 87 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Vista da Sala,R$ 696/mês,R$ 308/mês
0,R$ 529.000,Imóvel 12N09HE,Apartamento em São Paulo,Rua Campos do Jordão,"Apartamento à venda em Butantã com 55 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,1 Banheiro,Chuveiro,R$ 865/mês,Isento
0,R$ 550.000,Imóvel 1VE3DTF,Apartamento em São Paulo,Rua Bertioga,"Apartamento à venda em Bosque da Saúde com 60 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 681/mês,R$ 57/mês
0,R$ 320.000,Imóvel 1GF0VNU,Apartamento em São Paulo,Rua Retiro,"Apartamento à venda em Tatuapé com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 296/mês,Isento
0,R$ 959.000,Imóvel FOVX35,Apartamento em São Paulo,Avenida Raimundo Pereira de Magalhães,"Apartamento à venda em Lapa com 87 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Lavabo,R$ 620/mês,R$ 200/mês
0,R$ 385.000,Imóvel 15W1FKQ,Apartamento em São Paulo,Rua José de Oliveira Coelho,"Apartamento à venda em Vila Andrade com 51 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 450/mês,R$ 29/mês
0,R$ 530.000,Imóvel H4I6HN,Apartamento em São Paulo,Rua Mil Oitocentos e Vinte e Dois,"Apartamento à venda em Ipiranga com 69 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 600/mês,R$ 195/mês
0,R$ 446.000,Imóvel 7VKEM6,Apartamento em São Paulo,Alameda Campinas,"Apartamento à venda em Jardim Paulista com 35 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 1.368/mês,R$ 1.860/ano
0,R$ 540.000,Imóvel FN9MDO,Apartamento em São Paulo,Rua Américo Samarone,"Apartamento à venda em Sacomã com 70 m², 2 quartos, 1 vaga",1 vaga,2 Banheiros,Lavabo,R$ 695/mês,R$ 28/mês
0,R$ 498.000,Imóvel PSDO2X,Apartamento em São Paulo,Avenida Diógenes Ribeiro de Lima,"Apartamento à venda em Alto da Lapa com 43 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 750/mês,R$ 33/mês
0,R$ 600.000,Imóvel 1XTRNUC,Apartamento em São Paulo,Rua Engenheiro Bianor,"Apartamento à venda em Butantã com 32 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Lavabo,R$ 600/mês,R$ 25/mês
0,R$ 865.000,Imóvel 1904G9X,Apartamento em São Paulo,Rua Gonçalo da Cunha,"Apartamento à venda em Bosque da Saúde com 64 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Vista da Sala,R$ 720/mês,R$ 221/mês
0,R$ 424.000,Imóvel 1UMZ4N2,Apartamento em São Paulo,Avenida Alberto Ramos,"Apartamento à venda em São Lucas com 65 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 600/mês,Isento
0,R$ 410.000,Imóvel 176NJXQ,Apartamento em São Paulo,Rua Orlando Calixto,"Apartamento à venda em São Lucas com 60 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 380/mês,R$ 110/ano
0,R$ 369.000,Imóvel 1FMJGHU,Apartamento em São Paulo,Rua Doutor Alarico Silveira,"Apartamento à venda em Carrão com 49 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Posição da unidade,R$ 369/mês,R$ 44/mês
0,R$ 318.000,Imóvel 16I91H1,Apartamento em São Paulo,Rua Francisco Luíz de Souza Júnior,"Apartamento à venda em Barra Funda com 44 m², 2 quartos",1 Banheiro,"Tardes de sol
na sala",Chuveiro,R$ 350/mês,R$ 1/mês
0,R$ 850.000,Imóvel 1YABRS3,Apartamento em São Paulo,Rua Batataes,"Apartamento à venda em Jardim Paulista com 35 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 940/mês,R$ 240/ano
0,R$ 535.000,Imóvel 1KANG1S,Apartamento em São Paulo,Rua das Giestas,"Apartamento à venda em Vila Prudente com 69 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 495/mês,R$ 45/ano
0,R$ 674.172,Imóvel 1KGF30A,Apartamento em São Paulo,Rua Bueno de Andrade,"Apartamento à venda em Aclimação com 65 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Chuveiro,R$ 800/mês,R$ 137/mês
0,R$ 420.000,Imóvel 1WZDWWB,Apartamento em São Paulo,Avenida Dezenove de Janeiro,"Apartamento à venda em Carrão com 53 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 296/mês,R$ 21/mês
0,R$ 780.000,Imóvel 77JB1X,Apartamento em São Paulo,Avenida Nove de Julho,"Apartamento à venda em Jardim Paulista com 67 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 1.078/mês,R$ 130/mês
0,R$ 720.000,Imóvel VVA3SO,Apartamento em São Paulo,Rua Vergueiro,"Apartamento à venda em Aclimação com 54 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 900/mês,R$ 100/ano
0,R$ 328.600,Imóvel YQHOWA,Apartamento em São Paulo,Avenida Condessa Elizabeth de Robiano,"Apartamento à venda em Penha com 54 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 400/mês,R$ 2/ano
0,R$ 330.000,Imóvel 1V584NT,Apartamento em São Paulo,Avenida Condessa Elizabeth de Robiano,"Apartamento à venda em Penha com 58 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 480/mês,Isento
0,R$ 680.000,Imóvel 13W4LEM,Apartamento em São Paulo,Rua Fortunato Ferraz,"Apartamento à venda em Lapa com 50 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 550/mês,Isento
0,R$ 430.000,Imóvel 14B9S7Z,Apartamento em São Paulo,Rua Emílio Goeldi,"Apartamento à venda em Barra Funda com 54 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 476/mês,Isento
0,R$ 920.000,Imóvel GATA42,Apartamento em São Paulo,Rua Ministro Ferreira Alves,"Apartamento à venda em Perdizes com 72 m², 2 quartos, 2 vagas",2 vagas,2 Banheiros,Indisponivel,R$ 770/mês,R$ 250/ano
0,R$ 590.000,Imóvel 1SWTRG,Apartamento em São Paulo,Avenida Pompéia,"Apartamento à venda em Vila Romana com 38 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 800/mês,R$ 140/ano
0,R$ 330.000,Imóvel E74LY1,Apartamento em São Paulo,Rua Doutor Plínio Barreto,"Apartamento à venda em Bela Vista com 42 m², 1 quarto",1 Banheiro,"Portaria
24h",Chuveiro,R$ 287/mês,Isento
0,R$ 1.280.000,Imóvel 1G3BFEP,Apartamento em São Paulo,Rua Michigan,"Apartamento à venda em Brooklin com 70 m², 2 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,Chuveiro,R$ 900/mês,R$ 350/ano
0,R$ 650.000,Imóvel 1DVV4R8,Apartamento em São Paulo,Rua Cardeal Arcoverde,"Apartamento à venda em Pinheiros com 33 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 560/mês,R$ 500/ano
0,R$ 555.000,Imóvel 127888B,Apartamento em São Paulo,Rua Dona Ana Neri,"Apartamento à venda em Cambuci com 64 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 414/mês,R$ 62/mês
0,R$ 795.000,Imóvel HRFBG5,Apartamento em São Paulo,Rua Luís Martins,"Apartamento à venda em Lapa com 53 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Lavabo,R$ 550/mês,R$ 95/mês
0,R$ 1.455.000,Imóvel D03BCP,Apartamento em São Paulo,Rua Doutor Miranda de Azevedo,"Apartamento à venda em Vila Romana com 106 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,4 Banheiros,Indisponivel,R$ 1.311/mês,R$ 550/ano
0,R$ 605.000,Imóvel 12YVQU3,Apartamento em São Paulo,Rua dos Pinheiros,"Apartamento à venda em Pinheiros com 31 m², 1 quarto",1 Banheiro,"Varanda
gourmet",Posição da unidade,R$ 223/mês,R$ 62/mês
0,R$ 430.000,Imóvel 12MIH4D,Apartamento em São Paulo,Rua Maria Daffre,"Apartamento à venda em Vila Prudente com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 315/mês,R$ 27/mês
0,R$ 1.065.000,Imóvel YRHIM1,Apartamento em São Paulo,Rua Silva Correia,"Apartamento à venda em Vila Olímpia com 70 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,1 Banheiro,Lavabo,R$ 800/mês,R$ 411/mês
0,R$ 540.000,Imóvel 16JQCOF,Apartamento em São Paulo,Alameda Jaú,"Apartamento à venda em Jardim Paulista com 55 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Indisponivel,R$ 832/mês,R$ 486/ano
0,R$ 260.000,Imóvel 5Y55JD,Apartamento em São Paulo,Rua Erva Imperial,"Apartamento à venda em São Lucas com 45 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 275/mês,R$ 1/mês
0,R$ 470.000,Imóvel 15N75RH,Apartamento em São Paulo,Avenida Dezenove de Janeiro,"Apartamento à venda em Carrão com 54 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 360/mês,R$ 21/mês
0,R$ 540.000,Imóvel 1X7FR1O,Apartamento em São Paulo,Rua do Hipódromo,"Apartamento à venda em Mooca com 64 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 400/mês,Isento
0,R$ 680.000,Imóvel CT1NEE,Apartamento em São Paulo,Rua Eugênio de Medeiros,"Apartamento à venda em Pinheiros com 34 m², 1 quarto, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Indisponivel,R$ 510/mês,R$ 223/ano
0,R$ 460.000,Imóvel G4HZIU,Apartamento em São Paulo,Rua Alexandre Benois,"Apartamento à venda em Vila Andrade com 62 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 520/mês,Isento
0,R$ 570.000,Imóvel 2STUOK,Apartamento em São Paulo,Rua Vigário Albernaz,"Apartamento à venda em Cursino com 69 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Chuveiro,R$ 660/mês,R$ 204/mês
0,R$ 692.000,Imóvel 195971N,Apartamento em São Paulo,Rua Antônio das Chagas,"Apartamento à venda em Santo Amaro com 54 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 550/mês,R$ 200/ano
0,R$ 450.000,Imóvel 1UGSCSF,Apartamento em São Paulo,Rua Doutor Gabriel dos Santos,"Apartamento à venda em Santa Cecília com 31 m², 1 quarto, 1 vaga",1 vaga,1 Banheiro,Chuveiro,R$ 820/mês,R$ 24/mês
0,R$ 1.277.000,Imóvel 17BWC32,Apartamento em São Paulo,Rua Roque Petrella,"Apartamento à venda em Brooklin com 64 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 684/mês,R$ 290/ano
0,R$ 535.000,Imóvel 1LDVFWB,Apartamento em São Paulo,Avenida Albert Bartholome,"Apartamento à venda em Vila Sônia com 60 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 397/mês,R$ 190/mês
0,R$ 420.000,Imóvel E8JYUW,Apartamento em São Paulo,Avenida Doutor Francisco Mesquita,"Apartamento à venda em Vila Prudente com 47 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,Vista da Sala,R$ 303/mês,Isento
0,R$ 440.000,Imóvel TX40TA,Apartamento em São Paulo,Rua Jamanari,"Apartamento à venda em Vila Andrade com 64 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Vista da Sala,R$ 850/mês,R$ 217/mês
0,R$ 570.400,Imóvel 1EA3OS4,Apartamento em São Paulo,Rua Eugene Carriere,"Apartamento à venda em Vila Sônia com 65 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,Posição da unidade,R$ 626/mês,R$ 9/mês
